Pid,phenotype_name,description,synonyms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010641,Abnormality of the midnasal cavity,Abnormality of the midnasal cavity which includes the cavity between the nares and the choanae.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010640,Abnormality of the nasal cavity,"Abnormality of the nasal cavity (the cavity includes and starts at the nares and reaches all the way through to the and includes the choanae, the posterior nasal apertures).",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010637,Conjunctival amyloidosis,A form of amyloidosis that affects the conjunctiva.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010635,Partial hyposmia,Reduced ability to perceive certain odorants (implies that the sense of smell is maintained for other classes of odorants).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010634,Total hyposmia,Reduced ability to detect any qualitative olfactory sensation.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010633,Partial anosmia,Inability to perceive certain odorants (implies that the sense of smell is maintained for other classes of odorants).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010632,Total anosmia,Inability to detect any qualitative olfactory sensation.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010628,Facial palsy,Facial nerve palsy is a dysfunction of cranial nerve VII (the facial nerve) that results in inability to control facial muscles on the affected side with weakness of the muscles of facial expression and eye closure. This can either be present in unilateral or bilateral form.,"Bell's palsy;Cranial nerve VII palsy;Facial muscle weakness of muscles innervated by CN VII;Facial nerve palsy;Facial nerve paralysis;""Facial palsy, unilateral or bilateral"";Seventh cranial nerve palsy;VII th cranial nerve palsy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010620,Malar prominence,Prominence of the malar process of the maxilla and infraorbital area appreciated in profile and from in front of the face.,Hyperplasia of malar bones;Malar excess;Malar hyperplasia;Prominent malar region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010608,Hordeolum internum,"Hordeola interna are acute purulent infections affecting the meibomian sebacious glands, often caused by staphylococcus infections. In contrast to chalazia (chronic epithelioid cell granulomatous inflammation of the meibomian gland caused by inflammation of a blocked meibomian gland), hordeola are extremely painfull and can cause extreme local swelling.",Red bump on inner eyelid;Stye of inner eyelid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010607,Hordeolum externum,"Hordeola externa are acute purulent infections affecting the sebaceous glands of Zeis or the apocrine sweat glands of Moll, often caused by staphylococcus infections. In contrast to chalazia, hordeola are extremely painfull and can cause extreme local swelling.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010606,Hordeolum,"An acute purulent infection of the sebaceous glands of Zeis at the base of the eyelashes, of the apocrine sweat glands of Moll or the meibomian sebacious glands often caused by staphylococcus infections. Hordeola can either occur as Hordeola externa affecting the sebaceous glands of Zeis or the apocrine sweat glands of Moll or as Hordeola interna affecting the meibomian sebacious glands. In contrast to chalazia, hordeola are extremely painful and can cause extreme local swelling.",Red bump on eyelid;Stye of eyelid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010605,Chalazion,A chronic epithelioid cell granulomatous inflammation of the meibomian gland caused by inflammation of a blocked meibomian gland. A chalazion or meibomian cyst appears as a painless tuberous swelling in the upper lid without loss of eyelashes.,Meibomian gland lipogranuloma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010604,Cyst of the eyelid,None,Cyst of the eyelid;Eyelid bump;Eyelid mass;Lesion of the eyelid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010603,Odontogenic keratocysts of the jaw,"A benign uni- or multicystic, intraosseous tumor of odontogenic origin, with a characteristic lining of parakeratinized stratified squamous epithelium and potential for aggressive, infiltrative behaviour.",Keratocystic odontogenic tumor;Keratocystic odontogenic tumour;Keratocysts of the jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010568,Hamartoma of the eye,A hamartoma (disordered proliferation of mature tissues) which can originate from any tissue of the eye.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010545,Downbeat nystagmus,Downbeat nystagmus is a type of fixation nystagmus with the fast phase beating in a downward direction. It generally increases when looking to the side and down and when lying prone.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010544,Vertical nystagmus,Vertical nystagmus may present with either up-beating or down-beating eye movements or both. When present in the straight-ahead position of gaze it is referred to as upbeat nystagmus or downbeat nystagmus.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010543,Opsoclonus,Bursts of large-amplitude multidirectional saccades without intersaccadic interval,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010542,Vestibular nystagmus,"Nystagmus due to disturbance of the vestibular system; eye movements are rhythmic, with slow and fast components.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010540,Advanced pneumatization of cranial sinuses,A degree of pneumatization that is increased compared to age-related norms.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010533,Spasmus nutans,"The combination of pendular nystagmus, head nodding, and torticollis.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010532,Paroxysmal vertigo,Paroxysmal episodes of vertigo.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010299,Abnormal dentin morphology,Any abnormality of dentin.,Abnormal dentin;Abnormality of dentin;Abnormality of dentine;Dentin anomaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010298,Smooth tongue,Glossy appearance of the entire tongue surface.,Atrophy of dorsum of tongue;Atrophy of lingual surface;Atrophy of tongue surface;Smooth dorsum of tongue;Smooth lingual surface;Smooth surface of tongue;Smooth tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010297,Bifid tongue,Tongue with a median apical indentation or fork.,Bifurcated tongue;Bilobed tongue;Cleft tongue;Forked tongue;Snake tongue;Split tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010296,Ankyloglossia,"Short or anteriorly attached lingual frenulum, associated with limited mobility of the tongue.",Tongue tie;Tongue tied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010295,Aplasia/Hypoplasia of the tongue,Absence or underdevelopment of the tongue.,Lingual aplasia/hypoplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010294,Palate fistula,A fistula which connects the oral cavity and the pharyngeal area via the aspects of the soft palate.,Hole in roof of mouth;Palatal hole;Palatal perforation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010293,Aplasia/Hypoplasia of the uvula,Underdevelopment or absence of the uvula.,Aplasia/hypoplasia of palatine uvula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010292,Absent uvula,Lack of the uvula.,Absent palatine uvula;Agenesis of uvula;Congenital absence of uvula;Missing uvula;Uvula aplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010291,Prominent palatine ridges,Increased size and/or number of soft tissue folds on the palatal side of the maxillary alveolar ridge.,Large lateral palatal folds;Large lateral palatal ridges;Prominent lateral palatal folds;Prominent lateral palatal ridges;Prominent palatine folds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010290,Short hard palate,Distance between the labial point of the incisive papilla to the midline junction of the hard and soft palate more than 2 SD below the mean (objective) or apparently decreased length of the hard palate (subjective).,Decreased length of hard palate;Hypoplastic palate;Short palate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010289,Cleft maxillary alveolar ridge,"A gap (cleft) affecting one of the alveolar ridges, which are the protuberances in the mouth that contain the sockets (alveoli) of the teeth. An alveolar cleft can affect all structures of the alveolar ridge, including the gingiva, other mucosa, periosteum, alveolar bone, and teeth. Alveolar cleft occurs in response to divergence from normal development during frontonasal prominence growth, contact, and fusion. The most common alveolar portion of the cleft is located between the lateral incisor and the canine.",Alveolar cleft;Alveolar ridge cleft;Cleft anterior maxilla;Cleft maxillary alveolus;Cleft of alveolar process;Cleft of alveolar ridge of maxilla;Cleft of gum ridge;Notch of alveolar process;Notch of alveolar ridge;Notch of gum ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010288,Abnormality of the sublingual glands,"Any abnormality of the sublingual glands, which are the salivary glands that are located beneath the floor of the mouth anterior to the submandibular glands.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010287,Abnormality of the submandibular glands,"Any abnormality of the submandibular glands, which are the salivary glands that are located beneath the floor of the mouth, superior to the digastric muscles.",Abnormality of the submaxillary glands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010286,Abnormal salivary gland morphology,"Any abnormality of the salivary glands, the exocrine glands that produce saliva.",Abnormality of the salivary glands;Salivary gland disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010285,Oral synechia,Fibrous band between the mucosal surfaces of the upper and lower alveolar ridges.,Oral fibrous bands;Synechiae of the mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010284,Intra-oral hyperpigmentation,"Increased pigmentation, either focal or generalized, of the mucosa of the mouth.",Dark color of gums;Dark colour of gums;Gingival hyperpigmentation;Gingival melanin pigmentation;Hyperpigmentation of oral mucosa;Oral mucosa melanin pigmentation;Oral racial pigmentation;Pigmented gums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010282,Thin lower lip vermilion,"Height of the vermilion of the medial part of the lower lip more than 2 SD below the mean. Alternatively, an apparently reduced height of the vermilion of the lower lip in the frontal view (subjective).",Decreased height of lower lip vermilion;Decreased volume of lower lip;Decreased volume of lower lip vermilion;Thin lower lip;Thin red part of the lower lip;Thin vermilion border of lower lip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010281,Cleft lower lip,A gap in the lower lip.,Cleft lower lip;Cleft of the lower lip;Lower labial cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0010280,Stomatitis,Stomatitis is an inflammation of the mucous membranes of any of the structures in the mouth.,Gingivostomatitis;Inflammation of the mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009941,Asymmetry of the mouth,The presence of an asymmetric mouth.,Asymmetry of oral cavity;Asymmetry of the mouth;Canted mouth;Crooked mouth;Tilted mouth;Uneven mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009940,Asymmetry of the mandible,Lack of symmetry between the left and right mandible.,Asymmetry of lower jaw;Canted lower jaw;Canted mandible;Crooked lower jaw;Deviation of lower jaw;Deviation of mandible;Deviation of the lower jaw;Deviation of the mandible;Lower jaw shifted to one side;Tilted lower jaw;Tilted mandible;Uneven lower jaw;Uneven mandible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009939,Mandibular aplasia,Absence of the mandible.,Absence of lower jaw;Absence of lower jaw bone;Absence of lower jaw bones;Absence of mandible;Absent mandible;Agenesis of the mandible;Agnathia;Aplasia of the lower jaw bone;Failure of development of lower jaw;Failure of development of mandible;Missing lower jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009938,Sunken cheeks,Lack or loss of the soft tissues between the zygomata and mandible.,Depressed cheeks;Hollow cheeks;Sunken cheeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009936,Narrow nasal septum,Abnormally narrow nasal septum.,Decreased width of nasal septum;Narrow nasal septum;Narrow septum of nose;Thin nasal septum;Thin septum of nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009935,Aplasia/Hypoplasia of the nasal septum,Absence or underdevelopment of the nasal septum.,Ageneis of nasal septum;Failure of development of nasal septum;Underdevelopment of nasal septum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009934,Supernumerary naris,The presence of more than two nostrils.,Accessory nares;Accessory nostril;Extra nostril;Supernumerary nares;Supernumerary nostrils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009933,Narrow naris,"Slender, slit-like aperture of the nostril.","Collapsed nostrils;Naris, narrow;Naris, slit-like;Narrow nares;Narrow nostrils;Slit-like nostrils;Small nostrils;Thin nares;Thin nostrils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009932,Single naris,The presence of only a single nostril.,Mono nostril;One nostril;Single nare;Single nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009931,Enlarged naris,Increased aperture of the nostril.,"Broad nostril;Dilated nares;Dilated nostril;Enlarged nares;Enlarged nostril;Increased diameter of nares;Increased diameter of nostril;Increased width of nares;Large nares;Naris, broad;Naris, enlarged;Wide nares;Wide nostril",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009930,Asymmetry of the nares,Asymmetry or size difference between the left and right nostril.,Asymmetry of nostrils;Crooked nostrils;Unequal nostril shape;Unequal nostril size;Uneven nostril shape;Uneven nostril size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009929,Abnormal columella morphology,A structural abnormality of the columella.,Abnormality of the columella;Anomaly of the columella;Deformity of the columella;Malformation of the columella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009928,Thick nasal alae,Increase in bulk of the ala nasi.,"Ala nasi, thick;Thickening of the alae nasi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009927,Aplasia of the nose,Complete absence of all nasal structures.,Absent nose;Arrhinia;Failure of development of nose;Missing nose;Nasal underdevelopment;Underdevelopment of nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009926,Epiphora,"Abnormally increased lacrimation, that is, excessive tearing (watering eye).",Increased lacrimation;Increased tears;Tearing;Watery eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009924,Aplasia/Hypoplasia involving the nose,Underdevelopment or absence of the nose or parts thereof.,Decreased nasal size;Decreased size of nose;Hypoplasia of the nose;Hypotrophic nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009922,Vascular remnant arising from the disc,"Persistence of the hyaloid artery, which is the embryonic artery that runs from the optic disk to the posterior lens capsule may persist; the site of attachment may form an opacity. The hyaloid artery is a branch of the ophthalmic artery, and usually regresses completely before birth.",Persistence of the hyaloid artery;Persistent hyaloid artery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009921,Duane anomaly,A condition associated with a limitation of the horizontal ocular movement with retraction of the globe and narrowing of the palpebral fissure on adduction,"""Globe retraction and deviation on adduction"";Limited eye motility from Duane anomaly;Limited eye movement from Duane anomaly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009919,Retinoblastoma,A tumor of the eye originating from cells of the retina.,Retina tumor;Retina tumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009918,Ectopia pupillae,A malposition of the pupil owing to a developmental defect of the iris.,Corectopia;Displaced pupil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0009917,Persistent pupillary membrane,The presence of remnants of a fetal membrane that persist as strands of tissue crossing the pupil.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
